Name,Online,book_table,rate,votes,approx_cost(for two people),listed_in(type)
Customer_527,No,Yes,3.5,441,1065,Delivery
Customer_528,Yes,Yes,1.7,4300,1417,Delivery
Customer_529,Yes,Yes,3.2,614,2463,Cafe
Customer_530,Yes,No,3.6,4050,742,Delivery
Customer_531,No,No,1.7,3659,2698,Delivery
Customer_532,Yes,No,1.7,3618,1816,Dining
Customer_533,No,No,2.9,500,698,Buffet
Customer_534,No,Yes,1.8,2841,2993,Delivery
Customer_535,No,No,2.6,2861,2336,Buffet
Customer_536,No,No,4.1,1968,757,Buffet
Customer_537,Yes,No,4.4,702,223,Cafe
Customer_538,Yes,No,1.9,2131,1261,Delivery
Customer_539,Yes,Yes,2.1,3061,2081,Buffet
Customer_540,Yes,Yes,3,2710,2818,Cafe
Customer_541,Yes,Yes,5,891,1069,Delivery
Customer_542,No,No,3.8,3471,2292,Buffet
Customer_543,Yes,No,4.7,4000,2338,Buffet
Customer_544,Yes,No,1.6,1938,2927,Buffet
Customer_545,No,No,3.4,1405,1103,Cafe
Customer_546,No,No,4,4179,2754,Buffet
Customer_547,Yes,Yes,1.7,478,2694,Delivery
Customer_548,Yes,Yes,3.1,3947,2260,Cafe
Customer_549,No,Yes,1.6,171,999,Buffet
Customer_550,No,Yes,4.5,4463,2871,Dining
Customer_551,No,No,4.5,211,1506,Quick Bites
Customer_552,Yes,No,2.8,3317,2808,Cafe
Customer_553,Yes,Yes,3.1,4029,2947,Buffet
Customer_554,No,No,2.3,820,1074,Cafe
Customer_555,No,No,1.7,1424,1812,Buffet
Customer_556,Yes,Yes,2.6,3893,693,Cafe
Customer_557,No,Yes,1,26,934,Quick Bites
Customer_558,Yes,Yes,1.6,2956,2294,Quick Bites
Customer_559,No,No,1.5,3044,2462,Delivery
Customer_560,Yes,No,2.2,2028,1216,Dining
Customer_561,Yes,No,4,1743,404,Delivery
Customer_562,No,Yes,1.5,193,465,Dining
Customer_563,No,Yes,1.5,1669,1825,Buffet
Customer_564,No,Yes,4.7,4572,715,Cafe
Customer_565,No,No,3.7,3654,1057,Delivery
Customer_566,Yes,Yes,3.2,1043,1793,Buffet
Customer_567,Yes,No,1.7,4333,309,Quick Bites
Customer_568,No,Yes,3.6,2107,932,Quick Bites
Customer_569,Yes,No,2.1,3539,1623,Quick Bites
Customer_570,No,Yes,2.9,3597,2752,Cafe
Customer_571,Yes,Yes,1.8,777,2277,Dining
Customer_572,No,No,3.1,3831,2624,Cafe
Customer_573,No,No,3.5,2723,1721,Delivery
Customer_574,No,No,2.7,2313,2094,Dining
Customer_575,Yes,Yes,3.5,4617,2092,Cafe
Customer_576,No,Yes,4,2959,2256,Cafe
Customer_577,Yes,No,1.3,825,1158,Quick Bites
Customer_578,No,No,1.2,4419,555,Delivery
Customer_579,Yes,Yes,3.6,4018,323,Delivery
Customer_580,No,No,4.7,3114,2083,Buffet
Customer_581,No,No,4,3377,1989,Dining
Customer_582,Yes,No,4.3,1923,1304,Quick Bites
Customer_583,No,No,1.4,2888,2885,Buffet
Customer_584,No,Yes,4.3,4728,2558,Dining
Customer_585,No,No,5,1799,1810,Cafe
Customer_586,No,Yes,4.4,4358,1384,Dining
Customer_587,Yes,Yes,4.6,4776,630,Dining
Customer_588,No,Yes,1.1,4409,1091,Buffet
Customer_589,Yes,Yes,2.9,2361,2778,Cafe
Customer_590,Yes,No,3.6,235,2721,Dining
Customer_591,Yes,Yes,2.7,4562,2003,Cafe
Customer_592,No,No,2.3,3225,760,Quick Bites
Customer_593,Yes,No,2.8,3705,1430,Buffet
Customer_594,No,No,2,2073,2867,Quick Bites
Customer_595,Yes,Yes,4.6,342,986,Quick Bites
Customer_596,Yes,Yes,2.3,4142,442,Cafe
Customer_597,Yes,No,1.3,2804,2234,Quick Bites
Customer_598,No,Yes,3.8,2517,804,Quick Bites
Customer_599,Yes,Yes,4.1,2508,707,Cafe
Customer_600,Yes,Yes,1.6,2378,1084,Quick Bites
Customer_601,Yes,No,4,4119,602,Delivery
Customer_602,No,Yes,2.4,244,2811,Quick Bites
Customer_603,No,No,2.2,158,2716,Buffet
Customer_604,Yes,No,4,926,220,Buffet
Customer_605,No,Yes,2.8,2201,1062,Buffet
Customer_606,Yes,No,3.3,1354,541,Quick Bites
Customer_607,No,Yes,2.2,731,2401,Buffet
Customer_608,No,Yes,4.9,2799,720,Cafe
Customer_609,No,Yes,2.8,3490,2732,Delivery
Customer_610,Yes,No,4.1,3076,1563,Buffet
Customer_611,Yes,Yes,4.5,3158,2369,Cafe
Customer_612,No,Yes,2,3897,326,Delivery
Customer_613,Yes,No,4.1,4993,1013,Delivery
Customer_614,Yes,Yes,1.9,478,2253,Delivery
Customer_615,Yes,No,4.7,1377,1326,Cafe
Customer_616,No,Yes,3.6,4479,1358,Dining
Customer_617,Yes,Yes,3.4,1539,529,Buffet
Customer_618,No,No,4.8,4896,1682,Cafe
Customer_619,No,No,3.4,4977,1093,Delivery
Customer_620,No,Yes,4.1,2402,1149,Buffet
Customer_621,No,Yes,4.8,558,948,Delivery
Customer_622,No,No,3.7,2592,1401,Quick Bites
Customer_623,No,No,4.3,226,875,Cafe
Customer_624,No,Yes,4,2411,1178,Quick Bites
Customer_625,No,Yes,1.9,4569,1890,Buffet
Customer_626,No,No,4.5,3882,2903,Cafe
Customer_627,Yes,Yes,2.9,693,943,Dining
Customer_628,Yes,Yes,1,3994,227,Cafe
Customer_629,Yes,No,1.3,3874,2244,Delivery
Customer_630,No,No,1.2,1679,2476,Quick Bites
Customer_631,No,No,3.4,3361,427,Delivery
Customer_632,Yes,Yes,1.9,1680,306,Cafe
Customer_633,No,Yes,4.7,1992,2773,Buffet
Customer_634,No,Yes,3.6,2582,2863,Buffet
Customer_635,Yes,No,2.5,2483,1104,Dining
Customer_636,Yes,No,2.1,2810,2251,Buffet
Customer_637,No,No,3.7,75,1678,Buffet
Customer_638,Yes,Yes,3.3,4759,2975,Quick Bites
Customer_639,Yes,Yes,1.8,1559,2843,Buffet
Customer_640,No,No,1.3,4048,1265,Buffet
Customer_641,No,No,4.3,1133,2270,Dining
Customer_642,Yes,No,3.7,379,829,Buffet
Customer_643,Yes,No,1.7,2989,1156,Buffet
Customer_644,No,No,2.4,2755,2016,Buffet
Customer_645,No,Yes,1.2,2272,1550,Buffet
Customer_646,Yes,No,1.2,768,1597,Delivery
Customer_647,Yes,Yes,4.4,4174,2870,Buffet
Customer_648,Yes,No,1.2,1677,779,Quick Bites
Customer_649,Yes,No,3.1,1918,713,Delivery
Customer_650,No,Yes,3.4,3085,2535,Delivery
Customer_651,No,Yes,3.9,2254,484,Buffet
Customer_652,Yes,Yes,4.6,57,1065,Quick Bites
Customer_653,Yes,Yes,2.4,837,2385,Delivery
Customer_654,Yes,Yes,2.5,4772,1347,Delivery
Customer_655,No,Yes,4.4,882,1290,Delivery
Customer_656,No,No,3,1627,2928,Dining
Customer_657,No,No,4.1,2320,1361,Cafe
Customer_658,Yes,Yes,1.7,2510,1842,Cafe
Customer_659,No,No,1.5,4059,2984,Delivery
Customer_660,No,No,4.7,1719,533,Dining
Customer_661,Yes,No,4.7,2178,2898,Delivery
Customer_662,No,No,1,1818,2303,Delivery
Customer_663,No,Yes,2.8,3306,2458,Quick Bites
Customer_664,Yes,No,2.7,1839,2836,Delivery
Customer_665,Yes,No,4.3,4616,1698,Quick Bites
Customer_666,Yes,Yes,4.8,1499,701,Cafe
Customer_667,Yes,Yes,4.5,3031,2196,Dining
Customer_668,No,No,4.9,3213,2557,Buffet
Customer_669,Yes,No,1.9,337,2347,Delivery
Customer_670,Yes,Yes,4,4461,951,Delivery
Customer_671,Yes,Yes,1.5,3328,983,Dining
Customer_672,No,Yes,2.9,1178,233,Delivery
Customer_673,No,No,4.3,760,1187,Delivery
Customer_674,No,Yes,4.3,1212,1131,Dining
Customer_675,Yes,Yes,4.4,222,1049,Quick Bites
Customer_676,No,No,1.4,3308,1624,Dining
Customer_677,Yes,No,1,3454,1021,Dining
Customer_678,Yes,No,2.1,1,906,Dining
Customer_679,Yes,No,3.3,1722,2603,Delivery
Customer_680,No,No,4.6,82,549,Quick Bites
Customer_681,Yes,No,1.7,228,1189,Buffet
Customer_682,No,No,1.5,1161,1781,Cafe
Customer_683,No,No,1.8,1198,1674,Delivery
Customer_684,Yes,Yes,4.5,2032,2585,Buffet
Customer_685,No,No,3,2186,2004,Delivery
Customer_686,No,No,4.8,302,2150,Delivery
Customer_687,Yes,No,3.4,3847,467,Delivery
Customer_688,No,Yes,1.2,2141,1511,Buffet
Customer_689,No,Yes,1.5,3639,2385,Quick Bites
Customer_690,Yes,Yes,1.6,1609,504,Dining
Customer_691,Yes,Yes,3.1,4788,887,Dining
Customer_692,No,Yes,1.1,2017,360,Delivery
Customer_693,Yes,No,2.5,2497,1132,Quick Bites
Customer_694,No,Yes,3,1808,2009,Quick Bites
Customer_695,Yes,Yes,3.6,3296,2062,Buffet
Customer_696,Yes,Yes,2.8,615,2997,Buffet
Customer_697,Yes,No,4.8,4274,921,Quick Bites
Customer_698,Yes,No,2.2,224,2729,Buffet
Customer_699,Yes,No,1.4,2671,1184,Dining
Customer_700,Yes,No,3.1,4688,2153,Delivery
Customer_701,No,Yes,3.5,1184,1734,Cafe
Customer_702,Yes,Yes,4.9,2081,1103,Cafe
Customer_703,No,No,3,3942,2667,Cafe
Customer_704,Yes,Yes,1.8,1014,1713,Cafe
Customer_705,Yes,No,4.8,2798,2854,Quick Bites
Customer_706,Yes,Yes,3.9,942,1165,Quick Bites
Customer_707,No,Yes,4.4,4135,1852,Delivery
Customer_708,No,No,1.2,3636,851,Quick Bites
Customer_709,No,Yes,4.5,1467,2871,Cafe
Customer_710,Yes,No,3.6,2624,784,Cafe
Customer_711,Yes,Yes,4.6,2178,2921,Cafe
Customer_712,No,No,2.4,1687,1310,Buffet
Customer_713,Yes,Yes,3,1350,1496,Dining
Customer_714,No,Yes,1.4,2971,2867,Buffet
Customer_715,No,Yes,5,4041,1938,Quick Bites
Customer_716,Yes,Yes,2.1,1268,1777,Buffet
Customer_717,Yes,No,2.1,488,1595,Delivery
Customer_718,Yes,Yes,3.1,3793,1612,Cafe
Customer_719,No,No,1.4,16,485,Quick Bites
Customer_720,No,No,1.1,1570,472,Quick Bites
Customer_721,No,No,4.1,86,624,Quick Bites
Customer_722,No,No,3.3,4481,1668,Cafe
Customer_723,Yes,Yes,2.4,4234,339,Buffet
Customer_724,No,Yes,2.7,2115,2961,Cafe
Customer_725,No,Yes,1.6,1133,2551,Cafe
Customer_726,Yes,No,2.5,1653,1537,Delivery
Customer_727,No,No,3,4226,2685,Delivery
Customer_728,No,No,3.7,3671,630,Dining
Customer_729,No,No,1.9,4614,2115,Quick Bites
Customer_730,Yes,Yes,1.4,1652,773,Cafe
Customer_731,Yes,No,3,165,2787,Delivery
Customer_732,No,Yes,1.7,4811,422,Cafe
Customer_733,Yes,Yes,1.4,1356,1424,Cafe
Customer_734,No,Yes,3.8,582,2509,Buffet
Customer_735,No,Yes,1.4,2169,688,Dining
Customer_736,No,Yes,1.4,3873,1190,Quick Bites
Customer_737,No,No,3,3977,2506,Cafe
Customer_738,No,No,4.4,3871,1906,Buffet
Customer_739,No,Yes,2.9,2208,1113,Buffet
Customer_740,Yes,No,4.1,260,2631,Cafe
Customer_741,No,Yes,2.3,4492,2647,Quick Bites
Customer_742,No,Yes,2.2,1590,2121,Buffet
Customer_743,Yes,Yes,3.7,1822,2641,Dining
Customer_744,Yes,No,3.3,3348,1847,Buffet
Customer_745,Yes,Yes,3.8,3096,2918,Dining
Customer_746,No,Yes,2,4386,601,Cafe
Customer_747,Yes,Yes,3.4,4777,1676,Quick Bites
Customer_748,Yes,No,3.2,2016,1618,Dining
Customer_749,No,No,1.2,2159,945,Quick Bites
Customer_750,No,No,2.8,3480,825,Quick Bites
Customer_751,No,Yes,2.6,767,1544,Dining
Customer_752,Yes,No,5,4697,841,Quick Bites
Customer_753,No,No,1.6,3018,392,Delivery
Customer_754,Yes,Yes,1.4,4054,380,Dining
Customer_755,No,No,4.8,2149,931,Delivery
Customer_756,Yes,No,2.5,4456,2078,Dining
Customer_757,Yes,No,1,1765,477,Dining
Customer_758,No,Yes,2.2,3231,245,Dining
Customer_759,Yes,No,1.3,4646,1295,Delivery
Customer_760,Yes,No,1.1,4204,200,Dining
Customer_761,No,No,3.1,1110,2354,Buffet
Customer_762,No,Yes,2.3,2687,792,Cafe
Customer_763,No,No,4.8,2042,2686,Buffet
Customer_764,No,No,3.9,1944,828,Buffet
Customer_765,No,No,3.6,4434,1296,Buffet
Customer_766,No,No,4.1,647,2984,Quick Bites
Customer_767,Yes,Yes,4.9,2991,2587,Buffet
Customer_768,Yes,Yes,2.4,2666,1966,Buffet
Customer_769,No,No,3.4,513,1253,Buffet
Customer_770,Yes,Yes,4.4,4112,2507,Buffet
Customer_771,No,No,1.1,3710,2805,Quick Bites
Customer_772,Yes,Yes,1.2,4123,801,Buffet
Customer_773,Yes,Yes,2.8,3660,1491,Buffet
Customer_774,Yes,Yes,4.1,419,1785,Cafe
Customer_775,No,Yes,2.4,275,969,Delivery
Customer_776,No,No,2,2233,1640,Delivery
Customer_777,No,Yes,2.4,2481,1788,Cafe
Customer_778,No,Yes,2.5,3085,478,Quick Bites
Customer_779,No,Yes,2,4350,2745,Delivery
Customer_780,Yes,No,2.5,2308,2127,Delivery
Customer_781,Yes,Yes,4.7,4284,1282,Cafe
Customer_782,Yes,Yes,4.7,2166,2187,Cafe
Customer_783,Yes,Yes,2.1,4143,2860,Cafe
Customer_784,No,Yes,3.2,4994,1889,Delivery
Customer_785,No,Yes,4.6,1944,2513,Quick Bites
Customer_786,Yes,No,2.5,1433,1320,Dining
Customer_787,Yes,Yes,4.9,609,260,Quick Bites
Customer_788,No,Yes,4.9,3268,1200,Dining
Customer_789,No,Yes,3,3003,2959,Delivery
Customer_790,Yes,Yes,2.6,3011,1413,Delivery
Customer_791,No,Yes,2.9,1361,2395,Buffet
Customer_792,Yes,No,3.3,2668,2273,Delivery
Customer_793,Yes,Yes,3.6,2215,2519,Cafe
Customer_794,No,Yes,4.9,1358,2785,Dining
Customer_795,No,No,1.5,4703,341,Buffet
Customer_796,No,Yes,2.3,2625,2240,Buffet
Customer_797,No,No,4.1,4628,638,Buffet
Customer_798,No,Yes,3,773,423,Buffet
Customer_799,No,No,4.2,466,1913,Delivery
Customer_800,Yes,No,3.7,721,2284,Dining
Customer_801,No,Yes,3.1,2581,834,Buffet
Customer_802,No,No,4.2,1525,245,Quick Bites
Customer_803,Yes,Yes,1.2,2203,2047,Cafe
Customer_804,Yes,Yes,1.4,2404,1570,Dining
Customer_805,Yes,Yes,2.1,75,2280,Cafe
Customer_806,No,No,1.3,673,2817,Cafe
Customer_807,No,Yes,4.5,259,1889,Delivery
Customer_808,Yes,No,1.1,209,2889,Dining
Customer_809,Yes,No,4.5,4976,1187,Delivery
Customer_810,Yes,No,1.2,3160,1508,Buffet
Customer_811,Yes,Yes,2.7,3736,678,Quick Bites
Customer_812,No,Yes,4.4,3758,1612,Cafe
Customer_813,Yes,Yes,2.1,252,235,Delivery
Customer_814,No,No,2.6,715,1028,Cafe
Customer_815,No,No,2,4191,1341,Quick Bites
Customer_816,No,No,1.3,1394,2681,Delivery
Customer_817,No,Yes,3,3773,725,Quick Bites
Customer_818,No,Yes,1.6,199,2222,Delivery
Customer_819,Yes,Yes,5,393,1246,Buffet
Customer_820,No,No,4.1,255,2613,Quick Bites
Customer_821,Yes,Yes,4.4,546,1432,Buffet
Customer_822,Yes,Yes,2,2532,1865,Dining
Customer_823,Yes,Yes,3.3,4229,2727,Dining
Customer_824,Yes,Yes,1.8,3039,1490,Buffet
Customer_825,No,Yes,3.9,3556,1301,Buffet
Customer_826,Yes,Yes,1.2,3416,2045,Delivery
Customer_827,Yes,Yes,3.3,2095,1815,Dining
Customer_828,Yes,Yes,1.5,1624,1667,Delivery
Customer_829,Yes,Yes,1.8,4476,1030,Quick Bites
Customer_830,Yes,Yes,4.1,1451,915,Quick Bites
Customer_831,Yes,Yes,2.5,268,2023,Delivery
Customer_832,Yes,No,3.7,293,2440,Delivery
Customer_833,No,No,2.7,290,1912,Buffet
Customer_834,Yes,Yes,1.5,1405,2245,Delivery
Customer_835,No,No,1.5,3229,1921,Cafe
Customer_836,No,Yes,4.9,3566,1625,Dining
Customer_837,Yes,Yes,4.2,3511,657,Delivery
Customer_838,Yes,Yes,2.9,1715,2875,Delivery
Customer_839,Yes,No,4.8,1229,1237,Dining
Customer_840,Yes,No,1,3643,2255,Cafe
Customer_841,Yes,No,3.4,2887,959,Buffet
Customer_842,No,Yes,4.7,3041,1366,Dining
Customer_843,No,Yes,2.4,3345,1070,Delivery
Customer_844,No,No,4.6,1798,2726,Dining
Customer_845,Yes,Yes,3,2581,2097,Quick Bites
Customer_846,No,No,1.1,1948,1469,Cafe
Customer_847,No,Yes,1.7,4267,1212,Buffet
Customer_848,No,Yes,3.5,1607,1141,Dining
Customer_849,Yes,No,4.5,4837,481,Cafe
Customer_850,Yes,Yes,4.4,3650,2173,Cafe
Customer_851,No,Yes,4.2,4580,2988,Dining
Customer_852,No,Yes,2.3,3400,1862,Buffet
Customer_853,Yes,No,4.2,925,2723,Quick Bites
Customer_854,Yes,No,4.5,4530,253,Dining
Customer_855,No,No,4,3934,643,Delivery
Customer_856,Yes,Yes,4.9,4006,1636,Delivery
Customer_857,Yes,No,4,3901,1578,Cafe
Customer_858,Yes,No,4.9,1911,2704,Buffet
Customer_859,No,Yes,3,4451,558,Cafe
Customer_860,No,No,2.3,1788,2017,Delivery
Customer_861,No,No,1.4,1832,2804,Delivery
Customer_862,No,No,2.2,503,492,Cafe
Customer_863,Yes,No,4.7,1186,281,Cafe
Customer_864,Yes,No,4.2,4082,1437,Delivery
Customer_865,No,No,2.4,3390,1779,Buffet
Customer_866,No,No,4.9,1724,2866,Cafe
Customer_867,No,Yes,3.1,348,1362,Quick Bites
Customer_868,No,No,2.9,3307,2509,Quick Bites
Customer_869,Yes,No,4,860,522,Dining
Customer_870,Yes,Yes,2.7,2383,2231,Delivery
Customer_871,No,Yes,3.4,1035,370,Quick Bites
Customer_872,No,Yes,2.4,71,400,Buffet
Customer_873,Yes,Yes,3.3,4013,2115,Delivery
Customer_874,No,No,2.4,2275,1019,Dining
Customer_875,No,No,1.7,4273,511,Delivery
Customer_876,Yes,No,3.7,3380,818,Cafe
Customer_877,No,Yes,2.6,308,1671,Quick Bites
Customer_878,No,No,4.3,1687,2421,Dining
Customer_879,No,Yes,2.9,724,1456,Cafe
Customer_880,Yes,No,3.9,1500,1459,Delivery
Customer_881,Yes,No,4.5,1288,2378,Quick Bites
Customer_882,Yes,No,1.1,3958,2140,Quick Bites
Customer_883,Yes,Yes,3.2,2100,2710,Buffet
Customer_884,No,Yes,3.7,3249,2260,Cafe
Customer_885,Yes,No,2.7,923,1269,Buffet
Customer_886,Yes,No,2.5,660,534,Buffet
Customer_887,No,Yes,4.9,3315,2656,Quick Bites
Customer_888,No,No,1.3,310,2877,Dining
Customer_889,No,Yes,3.8,399,1731,Delivery
Customer_890,Yes,No,1,904,373,Dining
Customer_891,Yes,Yes,1.3,698,2744,Cafe
Customer_892,No,Yes,2.5,1183,911,Buffet
Customer_893,No,Yes,3.6,2629,1220,Dining
Customer_894,Yes,Yes,3.8,3328,2265,Quick Bites
Customer_895,No,No,2.4,3075,1441,Cafe
Customer_896,No,Yes,2.5,2606,1817,Delivery
Customer_897,Yes,No,2.4,4901,1656,Cafe
Customer_898,Yes,No,3.6,1834,1198,Quick Bites
Customer_899,No,No,5,3530,2746,Buffet
Customer_900,Yes,Yes,3.2,2105,1960,Quick Bites
Customer_901,No,Yes,2.3,2249,2079,Delivery
Customer_902,No,No,1,4594,1739,Quick Bites
Customer_903,Yes,No,2.1,3736,2505,Quick Bites
Customer_904,Yes,No,1.2,1436,1324,Buffet
Customer_905,No,No,4.8,4647,1681,Delivery
Customer_906,No,Yes,4.8,4392,2048,Dining
Customer_907,Yes,Yes,3.1,3794,2428,Delivery
Customer_908,Yes,No,4.4,2427,1039,Quick Bites
Customer_909,Yes,Yes,2.8,4762,1851,Buffet
Customer_910,No,No,2.1,3837,1563,Delivery
Customer_911,No,Yes,2,4688,2657,Dining
Customer_912,No,No,2.6,4630,2949,Cafe
Customer_913,No,Yes,2.5,4413,2263,Dining
Customer_914,Yes,No,1.5,3108,1783,Quick Bites
Customer_915,No,Yes,2.7,3667,1504,Quick Bites
Customer_916,No,Yes,2.9,1157,1112,Buffet
Customer_917,No,Yes,4.6,573,1757,Buffet
Customer_918,Yes,No,3.2,3419,1095,Buffet
Customer_919,No,Yes,1.6,1894,2174,Quick Bites
Customer_920,No,No,1.9,4560,943,Delivery
Customer_921,No,No,1.6,1344,1296,Cafe
Customer_922,No,Yes,4.7,3738,1234,Buffet
Customer_923,No,No,2.6,3837,1142,Buffet
Customer_924,Yes,Yes,3.8,1139,683,Buffet
Customer_925,No,No,4.8,2178,1823,Buffet
Customer_926,Yes,No,3.8,115,1851,Dining
Customer_927,No,Yes,4.7,209,2174,Dining
Customer_928,Yes,No,1.3,13,1786,Quick Bites
Customer_929,Yes,No,1.8,3607,524,Delivery
Customer_930,No,Yes,1.2,4039,2043,Delivery
Customer_931,No,Yes,1.2,2691,2858,Quick Bites
Customer_932,Yes,Yes,3.5,4406,999,Dining
Customer_933,Yes,No,2.8,2969,257,Delivery
Customer_934,Yes,Yes,2.7,1746,1018,Quick Bites
Customer_935,Yes,Yes,1.5,530,1653,Quick Bites
Customer_936,No,No,2,4346,842,Buffet
Customer_937,Yes,No,3.8,2658,577,Dining
Customer_938,No,Yes,2.2,3635,2316,Cafe
Customer_939,Yes,No,4.2,248,2482,Delivery
Customer_940,No,No,4.4,3400,902,Quick Bites
Customer_941,Yes,No,2.8,3532,994,Quick Bites
Customer_942,No,No,4.3,155,770,Dining
Customer_943,Yes,No,1.4,1421,1952,Dining
Customer_944,Yes,Yes,3.3,3205,2272,Quick Bites
Customer_945,No,No,1.4,949,1151,Buffet
Customer_946,No,No,2,941,647,Dining
Customer_947,No,Yes,4.7,1757,2055,Buffet
Customer_948,No,No,4.1,3846,2647,Delivery
Customer_949,Yes,Yes,1.3,3439,744,Dining
Customer_950,Yes,Yes,2.9,4251,1348,Dining
Customer_951,Yes,No,1.1,3890,2146,Delivery
Customer_952,No,Yes,2.5,1481,562,Cafe
Customer_953,Yes,No,2.5,1800,1104,Quick Bites
Customer_954,No,No,2.8,1158,1270,Quick Bites
Customer_955,Yes,No,4.2,4924,248,Quick Bites
Customer_956,Yes,No,4.3,527,2329,Buffet
Customer_957,No,No,3.3,4143,2437,Quick Bites
Customer_958,Yes,Yes,4.7,2323,1998,Cafe
Customer_959,Yes,No,2.4,4019,2724,Dining
Customer_960,Yes,Yes,3.9,4661,2773,Quick Bites
Customer_961,Yes,Yes,1.5,3914,1710,Quick Bites
Customer_962,Yes,Yes,2.7,3655,1505,Quick Bites
Customer_963,Yes,Yes,3,4011,2690,Quick Bites
Customer_964,No,Yes,2.7,3548,2647,Dining
Customer_965,No,No,3.8,3008,2055,Delivery
Customer_966,No,Yes,1.4,141,392,Buffet
Customer_967,No,Yes,1.8,2818,1074,Quick Bites
Customer_968,Yes,No,2,3159,2107,Dining
Customer_969,Yes,Yes,4.7,1609,1787,Delivery
Customer_970,Yes,No,2.1,1085,2533,Cafe
Customer_971,Yes,No,3.4,4235,1769,Cafe
Customer_972,Yes,No,2.6,1581,2262,Quick Bites
Customer_973,No,No,4.3,480,2436,Buffet
Customer_974,No,Yes,4.4,1542,1303,Quick Bites
Customer_975,No,No,2,1983,1374,Dining
Customer_976,No,No,1.8,398,1673,Dining
Customer_977,Yes,No,4.1,2333,405,Dining
Customer_978,No,No,3.5,3068,536,Buffet
Customer_979,Yes,Yes,1.8,2911,709,Quick Bites
Customer_980,Yes,Yes,5,4566,926,Delivery
Customer_981,No,No,4.3,1891,2765,Buffet
Customer_982,No,Yes,3.5,3609,1757,Dining
Customer_983,Yes,Yes,1.6,1000,1764,Buffet
Customer_984,No,No,4.1,2247,781,Delivery
Customer_985,No,No,2,3209,2035,Delivery
Customer_986,Yes,No,1,1319,244,Delivery
Customer_987,No,Yes,3.6,1203,777,Buffet
Customer_988,No,No,2,2295,970,Delivery
Customer_989,Yes,Yes,4,256,2030,Dining
Customer_990,Yes,Yes,4.1,2296,1628,Delivery
Customer_991,No,No,2.7,1377,2497,Quick Bites
Customer_992,Yes,No,3.1,2099,1603,Cafe
Customer_993,Yes,No,3.1,726,1122,Quick Bites
Customer_994,Yes,Yes,2.5,2973,1437,Cafe
Customer_995,No,Yes,4.2,419,564,Buffet
Customer_996,No,Yes,2.8,1221,1325,Dining
Customer_997,Yes,No,1.7,2893,899,Delivery
Customer_998,Yes,No,1.4,4029,356,Buffet
Customer_999,Yes,Yes,1.8,4595,2830,Quick Bites
Customer_1000,Yes,No,4.6,427,1192,Dining
Customer_1001,No,No,3.3,2258,374,Delivery
Customer_1002,No,No,4.5,4604,2320,Cafe
Customer_1003,No,Yes,1.6,1461,2771,Dining
Customer_1004,Yes,Yes,2.5,1339,2537,Dining
Customer_1005,No,No,3.3,3789,2216,Quick Bites
Customer_1006,Yes,Yes,4.6,744,1668,Cafe
Customer_1007,No,Yes,1.4,742,1310,Dining
Customer_1008,Yes,Yes,2.1,554,1452,Delivery
Customer_1009,No,Yes,4.2,522,552,Delivery
Customer_1010,No,Yes,2,4651,478,Quick Bites
Customer_1011,No,Yes,2.5,4619,1433,Delivery
Customer_1012,Yes,Yes,2.9,47,2389,Quick Bites
Customer_1013,Yes,Yes,1.8,3137,683,Quick Bites
Customer_1014,No,No,2,3583,2715,Cafe
Customer_1015,Yes,Yes,4.7,1284,640,Delivery
Customer_1016,No,No,2.4,4009,363,Buffet
Customer_1017,No,Yes,1.6,2254,2318,Cafe
Customer_1018,No,No,1.9,4434,1445,Cafe
Customer_1019,Yes,Yes,3.8,3221,2283,Delivery
Customer_1020,Yes,No,2.6,3861,1474,Cafe
Customer_1021,No,No,4.7,4381,2089,Cafe
Customer_1022,Yes,No,3.1,2191,2892,Buffet
Customer_1023,Yes,No,1,999,1826,Quick Bites
Customer_1024,Yes,Yes,1.2,4683,1117,Dining
Customer_1025,Yes,No,2.2,1405,2983,Quick Bites
Customer_1026,Yes,No,4.4,4288,2173,Dining
Customer_1027,No,No,3.8,2537,378,Cafe
Customer_1028,No,No,4.8,4109,1986,Cafe
Customer_1029,Yes,No,1.9,3361,1190,Delivery
Customer_1030,No,Yes,1.4,2465,801,Delivery
Customer_1031,No,No,1.2,2843,2644,Buffet
Customer_1032,No,Yes,1.1,3435,349,Buffet
Customer_1033,Yes,No,3.8,3714,2517,Quick Bites
Customer_1034,Yes,No,4.9,3254,1693,Buffet
Customer_1035,Yes,No,2.5,4986,1668,Cafe
Customer_1036,Yes,No,4.7,772,1490,Dining
Customer_1037,No,No,4.6,3756,2247,Delivery
Customer_1038,No,No,2.4,2243,2655,Quick Bites
Customer_1039,Yes,Yes,4.7,1145,220,Buffet
Customer_1040,Yes,No,2.1,1693,2968,Cafe
Customer_1041,No,No,4.6,2986,2513,Dining
Customer_1042,Yes,Yes,4.8,2604,2560,Dining
Customer_1043,No,Yes,4.2,4519,1072,Quick Bites
Customer_1044,No,Yes,2.4,3960,474,Delivery
Customer_1045,Yes,No,4.1,1111,901,Delivery
Customer_1046,No,Yes,4.5,3113,2323,Quick Bites
Customer_1047,Yes,Yes,1.9,140,981,Cafe
Customer_1048,Yes,No,2.6,1666,1665,Dining
Customer_1049,No,No,3.5,2355,1204,Buffet
Customer_1050,No,No,2.2,2070,844,Dining
